,accounts,ch,chamber,id,name,party,screen_name,state,type
834,"{'office': [{'id': 435500714, 'id_str': '435500714', 'screen_name': 'SenCoonsOffice'}], 'campaign': [{'id': 15324851, 'id_str': '15324851', 'screen_name': 'ChrisCoons'}], 'index': 466}",yes,senate,"{'bioguide': 'C001088', 'govtrack': 412390}",Chris Coons,D,ChrisCoons,DE,member
835,"{'office': [{'id': 249787913, 'id_str': '249787913', 'screen_name': 'SenatorCarper'}], 'campaign': [{'id': 381577682, 'id_str': '381577682', 'screen_name': 'TomCarperforDE'}], 'index': 467}",no,senate,"{'bioguide': 'C000174', 'govtrack': 300019}",Tom Carper,D,SenatorCarper,DE,member
836,"{'office': [{'id': 249787913, 'id_str': '249787913', 'screen_name': 'SenatorCarper'}], 'campaign': [{'id': 381577682, 'id_str': '381577682', 'screen_name': 'TomCarperforDE'}], 'index': 467}",yes,senate,"{'bioguide': 'C000174', 'govtrack': 300019}",Tom Carper,D,TomCarperforDE,DE,member
837,"{'office': [{'id': 20597460, 'id_str': '20597460', 'screen_name': 'SenBillNelson'}], 'campaign': [{'id': 555355209, 'id_str': '555355209', 'screen_name': 'NelsonForSenate'}], 'index': 468}",no,senate,"{'bioguide': 'N000032', 'govtrack': 300078}",Bill Nelson,D,SenBillNelson,FL,member
838,"{'office': [{'id': 20597460, 'id_str': '20597460', 'screen_name': 'SenBillNelson'}], 'campaign': [{'id': 555355209, 'id_str': '555355209', 'screen_name': 'NelsonForSenate'}], 'index': 468}",yes,senate,"{'bioguide': 'N000032', 'govtrack': 300078}",Bill Nelson,D,NelsonForSenate,FL,member
839,"{'office': [{'id': 229966028, 'id_str': '229966028', 'screen_name': 'SenRubioPress'}], 'campaign': [{'id': 15745368, 'id_str': '15745368', 'screen_name': 'marcorubio'}], 'index': 469}",no,senate,"{'bioguide': 'R000595', 'govtrack': 412491}",Marco Rubio,R,SenRubioPress,FL,member
840,"{'office': [{'id': 229966028, 'id_str': '229966028', 'screen_name': 'SenRubioPress'}], 'campaign': [{'id': 15745368, 'id_str': '15745368', 'screen_name': 'marcorubio'}], 'index': 469}",yes,senate,"{'bioguide': 'R000595', 'govtrack': 412491}",Marco Rubio,R,marcorubio,FL,member
841,"{'office': [{'id': 2863210809, 'id_str': '2863210809', 'screen_name': 'sendavidperdue'}], 'campaign': [{'id': 1397501864, 'id_str': '1397501864', 'screen_name': 'Perduesenate'}], 'index': 470}",no,senate,"{'bioguide': 'P000612', 'govtrack': 412666}",David Perdue,R,sendavidperdue,GA,member
842,"{'office': [{'id': 2863210809, 'id_str': '2863210809', 'screen_name': 'sendavidperdue'}], 'campaign': [{'id': 1397501864, 'id_str': '1397501864', 'screen_name': 'Perduesenate'}], 'index': 470}",yes,senate,"{'bioguide': 'P000612', 'govtrack': 412666}",David Perdue,R,Perduesenate,GA,member
843,"{'office': [{'id': 78403308, 'id_str': '78403308', 'screen_name': 'SenatorIsakson'}], 'campaign': [{'id': 253252536, 'id_str': '253252536', 'screen_name': 'JohnnyIsakson'}], 'index': 471}",no,senate,"{'bioguide': 'I000055', 'govtrack': 400194}",Johnny Isakson,R,SenatorIsakson,GA,member
844,"{'office': [{'id': 78403308, 'id_str': '78403308', 'screen_name': 'SenatorIsakson'}], 'campaign': [{'id': 253252536, 'id_str': '253252536', 'screen_name': 'JohnnyIsakson'}], 'index': 471}",yes,senate,"{'bioguide': 'I000055', 'govtrack': 400194}",Johnny Isakson,R,JohnnyIsakson,GA,member
845,"{'office': [{'id': 1262099252, 'id_str': '1262099252', 'screen_name': 'SenBrianSchatz'}], 'campaign': [{'id': 47747074, 'id_str': '47747074', 'screen_name': 'brianschatz'}, {'id': 1284467173, 'id_str': '1284467173', 'screen_name': 'SchatzforHawaii'}], 'index': 472}",no,senate,"{'bioguide': 'S001194', 'govtrack': 412507}",Brian Schatz,D,SenBrianSchatz,HI,member
846,"{'office': [{'id': 1262099252, 'id_str': '1262099252', 'screen_name': 'SenBrianSchatz'}], 'campaign': [{'id': 47747074, 'id_str': '47747074', 'screen_name': 'brianschatz'}, {'id': 1284467173, 'id_str': '1284467173', 'screen_name': 'SchatzforHawaii'}], 'index': 472}",yes,senate,"{'bioguide': 'S001194', 'govtrack': 412507}",Brian Schatz,D,brianschatz,HI,member
847,"{'office': [{'id': 1262099252, 'id_str': '1262099252', 'screen_name': 'SenBrianSchatz'}], 'campaign': [{'id': 47747074, 'id_str': '47747074', 'screen_name': 'brianschatz'}, {'id': 1284467173, 'id_str': '1284467173', 'screen_name': 'SchatzforHawaii'}], 'index': 472}",yes,senate,"{'bioguide': 'S001194', 'govtrack': 412507}",Brian Schatz,D,SchatzforHawaii,HI,member
848,"{'office': [{'id': 92186819, 'id_str': '92186819', 'screen_name': 'maziehirono'}], 'campaign': [{'id': 169198625, 'id_str': '169198625', 'screen_name': 'mazieforhawaii'}], 'index': 473}",no,senate,"{'bioguide': 'H001042', 'govtrack': 412200}",Mazie Hirono,D,maziehirono,HI,member
849,"{'office': [{'id': 92186819, 'id_str': '92186819', 'screen_name': 'maziehirono'}], 'campaign': [{'id': 169198625, 'id_str': '169198625', 'screen_name': 'mazieforhawaii'}], 'index': 473}",yes,senate,"{'bioguide': 'H001042', 'govtrack': 412200}",Mazie Hirono,D,mazieforhawaii,HI,member
850,"{'office': [{'id': 10615232, 'id_str': '10615232', 'screen_name': 'ChuckGrassley'}, {'id': 294126378, 'id_str': '294126378', 'screen_name': 'GrassleyPress'}], 'index': 474}",no,senate,"{'bioguide': 'G000386', 'govtrack': 300048}",Chuck Grassley,R,ChuckGrassley,IA,member
851,"{'office': [{'id': 10615232, 'id_str': '10615232', 'screen_name': 'ChuckGrassley'}, {'id': 294126378, 'id_str': '294126378', 'screen_name': 'GrassleyPress'}], 'index': 474}",no,senate,"{'bioguide': 'G000386', 'govtrack': 300048}",Chuck Grassley,R,GrassleyPress,IA,member
852,"{'office': [{'id': 2856787757, 'id_str': '2856787757', 'screen_name': 'SenJoniErnst'}], 'campaign': [{'id': 1383059977, 'id_str': '1383059977', 'screen_name': 'joniernst'}], 'index': 475}",no,senate,"{'bioguide': 'E000295', 'govtrack': 412667}",Joni Ernst,R,SenJoniErnst,IA,member
853,"{'office': [{'id': 2856787757, 'id_str': '2856787757', 'screen_name': 'SenJoniErnst'}], 'campaign': [{'id': 1383059977, 'id_str': '1383059977', 'screen_name': 'joniernst'}], 'index': 475}",yes,senate,"{'bioguide': 'E000295', 'govtrack': 412667}",Joni Ernst,R,joniernst,IA,member
854,"{'office': [{'id': 1096059529, 'id_str': '1096059529', 'screen_name': 'SenatorRisch'}], 'campaign': [{'id': 1095504170, 'id_str': '1095504170', 'screen_name': 'JimRisch'}], 'index': 476}",no,senate,"{'bioguide': 'R000584', 'govtrack': 412322}",Jim Risch,R,SenatorRisch,ID,member
855,"{'office': [{'id': 1096059529, 'id_str': '1096059529', 'screen_name': 'SenatorRisch'}], 'campaign': [{'id': 1095504170, 'id_str': '1095504170', 'screen_name': 'JimRisch'}], 'index': 476}",yes,senate,"{'bioguide': 'R000584', 'govtrack': 412322}",Jim Risch,R,JimRisch,ID,member
856,"{'office': [{'id': 600463589, 'id_str': '600463589', 'screen_name': 'MikeCrapo'}], 'campaign': [{'id': 413160266, 'id_str': '413160266', 'screen_name': 'crapo4senate'}], 'index': 477}",no,senate,"{'bioguide': 'C000880', 'govtrack': 300030}",Mike Crapo,R,MikeCrapo,ID,member
857,"{'office': [{'id': 600463589, 'id_str': '600463589', 'screen_name': 'MikeCrapo'}], 'campaign': [{'id': 413160266, 'id_str': '413160266', 'screen_name': 'crapo4senate'}], 'index': 477}",yes,senate,"{'bioguide': 'C000880', 'govtrack': 300030}",Mike Crapo,R,crapo4senate,ID,member
858,"{'office': [{'id': 247334603, 'id_str': '247334603', 'screen_name': 'SenatorDurbin'}], 'campaign': [{'id': 308794407, 'id_str': '308794407', 'screen_name': 'DickDurbin'}], 'index': 478}",no,senate,"{'bioguide': 'D000563', 'govtrack': 300038}",Dick Durbin,D,SenatorDurbin,IL,member
859,"{'office': [{'id': 247334603, 'id_str': '247334603', 'screen_name': 'SenatorDurbin'}], 'campaign': [{'id': 308794407, 'id_str': '308794407', 'screen_name': 'DickDurbin'}], 'index': 478}",yes,senate,"{'bioguide': 'D000563', 'govtrack': 300038}",Dick Durbin,D,DickDurbin,IL,member
860,"{'office': [{'id': 1058520120, 'id_str': '1058520120', 'screen_name': 'SenDuckworth'}], 'campaign': [{'id': 328679423, 'id_str': '328679423', 'screen_name': 'TammyforIL'}], 'index': 479}",no,senate,"{'bioguide': 'D000622', 'govtrack': 412533}",Tammy Duckworth,D,SenDuckworth,IL,member
861,"{'office': [{'id': 1058520120, 'id_str': '1058520120', 'screen_name': 'SenDuckworth'}], 'campaign': [{'id': 328679423, 'id_str': '328679423', 'screen_name': 'TammyforIL'}], 'index': 479}",yes,senate,"{'bioguide': 'D000622', 'govtrack': 412533}",Tammy Duckworth,D,TammyforIL,IL,member
862,"{'office': [{'id': 216503958, 'id_str': '216503958', 'screen_name': 'SenDonnelly'}], 'index': 480}",no,senate,"{'bioguide': 'D000607', 'govtrack': 412205}",Joe Donnelly,D,SenDonnelly,IN,member
863,"{'office': [{'id': 234128524, 'id_str': '234128524', 'screen_name': 'SenToddYoung'}], 'campaign': [{'id': 59969802, 'id_str': '59969802', 'screen_name': 'ToddYoungIN'}], 'index': 481}",no,senate,"{'bioguide': 'Y000064', 'govtrack': 412428}",Todd Young,R,SenToddYoung,IN,member
864,"{'office': [{'id': 234128524, 'id_str': '234128524', 'screen_name': 'SenToddYoung'}], 'campaign': [{'id': 59969802, 'id_str': '59969802', 'screen_name': 'ToddYoungIN'}], 'index': 481}",yes,senate,"{'bioguide': 'Y000064', 'govtrack': 412428}",Todd Young,R,ToddYoungIN,IN,member
865,"{'office': [{'id': 18632666, 'id_str': '18632666', 'screen_name': 'JerryMoran'}], 'campaign': [{'id': 18632809, 'id_str': '18632809', 'screen_name': 'moranforkansas'}], 'index': 482}",no,senate,"{'bioguide': 'M000934', 'govtrack': 400284}",Jerry Moran,R,JerryMoran,KS,member
866,"{'office': [{'id': 18632666, 'id_str': '18632666', 'screen_name': 'JerryMoran'}], 'campaign': [{'id': 18632809, 'id_str': '18632809', 'screen_name': 'moranforkansas'}], 'index': 482}",yes,senate,"{'bioguide': 'M000934', 'govtrack': 400284}",Jerry Moran,R,moranforkansas,KS,member
867,"{'office': [{'id': 75364211, 'id_str': '75364211', 'screen_name': 'SenPatRoberts'}], 'campaign': [{'id': 586730005, 'id_str': '586730005', 'screen_name': 'PatRoberts'}], 'index': 483}",no,senate,"{'bioguide': 'R000307', 'govtrack': 300083}",Pat Roberts,R,SenPatRoberts,KS,member
868,"{'office': [{'id': 75364211, 'id_str': '75364211', 'screen_name': 'SenPatRoberts'}], 'campaign': [{'id': 586730005, 'id_str': '586730005', 'screen_name': 'PatRoberts'}], 'index': 483}",yes,senate,"{'bioguide': 'R000307', 'govtrack': 300083}",Pat Roberts,R,PatRoberts,KS,member
869,"{'office': [{'id': 339822881, 'id_str': '339822881', 'screen_name': 'McConnellPress'}, {'id': 1249982359, 'id_str': '1249982359', 'screen_name': 'SenateMajLdr'}], 'campaign': [{'id': 365530059, 'id_str': '365530059', 'screen_name': 'Team_Mitch'}], 'index': 484}",no,senate,"{'bioguide': 'M000355', 'govtrack': 300072}",Mitch McConnell,R,McConnellPress,KY,member
870,"{'office': [{'id': 339822881, 'id_str': '339822881', 'screen_name': 'McConnellPress'}, {'id': 1249982359, 'id_str': '1249982359', 'screen_name': 'SenateMajLdr'}], 'campaign': [{'id': 365530059, 'id_str': '365530059', 'screen_name': 'Team_Mitch'}], 'index': 484}",no,senate,"{'bioguide': 'M000355', 'govtrack': 300072}",Mitch McConnell,R,SenateMajLdr,KY,member
871,"{'office': [{'id': 339822881, 'id_str': '339822881', 'screen_name': 'McConnellPress'}, {'id': 1249982359, 'id_str': '1249982359', 'screen_name': 'SenateMajLdr'}], 'campaign': [{'id': 365530059, 'id_str': '365530059', 'screen_name': 'Team_Mitch'}], 'index': 484}",yes,senate,"{'bioguide': 'M000355', 'govtrack': 300072}",Mitch McConnell,R,Team_Mitch,KY,member
872,"{'office': [{'id': 216881337, 'id_str': '216881337', 'screen_name': 'RandPaul'}], 'campaign': [{'id': 39834947, 'id_str': '39834947', 'screen_name': 'DrRandPaul'}], 'index': 485}",no,senate,"{'bioguide': 'P000603', 'govtrack': 412492}",Rand Paul,R,RandPaul,KY,member
873,"{'office': [{'id': 216881337, 'id_str': '216881337', 'screen_name': 'RandPaul'}], 'campaign': [{'id': 39834947, 'id_str': '39834947', 'screen_name': 'DrRandPaul'}], 'index': 485}",yes,senate,"{'bioguide': 'P000603', 'govtrack': 412492}",Rand Paul,R,DrRandPaul,KY,member
874,"{'campaign': [{'id': 55677432, 'id_str': '55677432', 'screen_name': 'BillCassidy'}], 'index': 486}",yes,senate,"{'bioguide': 'C001075', 'govtrack': 412269}",Bill Cassidy,R,BillCassidy,LA,member
875,"{'office': [{'id': 816683274076614700, 'id_str': '816683274076614656', 'screen_name': 'SenJohnKennedy'}], 'campaign': [{'id': 26594419, 'id_str': '26594419', 'screen_name': 'JohnKennedyLA'}], 'index': 487}",no,senate,"{'bioguide': 'K000393', 'govtrack': 412679}",John Kennedy,R,SenJohnKennedy,LA,member
876,"{'office': [{'id': 816683274076614700, 'id_str': '816683274076614656', 'screen_name': 'SenJohnKennedy'}], 'campaign': [{'id': 26594419, 'id_str': '26594419', 'screen_name': 'JohnKennedyLA'}], 'index': 487}",yes,senate,"{'bioguide': 'K000393', 'govtrack': 412679}",John Kennedy,R,JohnKennedyLA,LA,member
877,"{'office': [{'id': 21406834, 'id_str': '21406834', 'screen_name': 'SenMarkey'}], 'campaign': [{'id': 1129029661, 'id_str': '1129029661', 'screen_name': 'EdMarkey'}], 'index': 488}",no,senate,"{'bioguide': 'M000133', 'govtrack': 400253}",Ed Markey,D,SenMarkey,MA,member
878,"{'office': [{'id': 21406834, 'id_str': '21406834', 'screen_name': 'SenMarkey'}], 'campaign': [{'id': 1129029661, 'id_str': '1129029661', 'screen_name': 'EdMarkey'}], 'index': 488}",yes,senate,"{'bioguide': 'M000133', 'govtrack': 400253}",Ed Markey,D,EdMarkey,MA,member
879,"{'office': [{'id': 970207298, 'id_str': '970207298', 'screen_name': 'SenWarren'}], 'campaign': [{'id': 357606935, 'id_str': '357606935', 'screen_name': 'elizabethforma'}], 'index': 489}",no,senate,"{'bioguide': 'W000817', 'govtrack': 412542}",Elizabeth Warren,D,SenWarren,MA,member
880,"{'office': [{'id': 970207298, 'id_str': '970207298', 'screen_name': 'SenWarren'}], 'campaign': [{'id': 357606935, 'id_str': '357606935', 'screen_name': 'elizabethforma'}], 'index': 489}",yes,senate,"{'bioguide': 'W000817', 'govtrack': 412542}",Elizabeth Warren,D,elizabethforma,MA,member
881,"{'office': [{'id': 109071031, 'id_str': '109071031', 'screen_name': 'SenatorCardin'}], 'campaign': [{'id': 278094476, 'id_str': '278094476', 'screen_name': 'BenCardinforMD'}], 'index': 490}",no,senate,"{'bioguide': 'C000141', 'govtrack': 400064}",Ben Cardin,D,SenatorCardin,MD,member
882,"{'office': [{'id': 109071031, 'id_str': '109071031', 'screen_name': 'SenatorCardin'}], 'campaign': [{'id': 278094476, 'id_str': '278094476', 'screen_name': 'BenCardinforMD'}], 'index': 490}",yes,senate,"{'bioguide': 'C000141', 'govtrack': 400064}",Ben Cardin,D,BenCardinforMD,MD,member
883,"{'office': [{'id': 18137749, 'id_str': '18137749', 'screen_name': 'ChrisVanHollen'}], 'campaign': [{'id': 3067974778, 'id_str': '3067974778', 'screen_name': 'VanHollenForMD'}], 'index': 491}",no,senate,"{'bioguide': 'V000128', 'govtrack': 400415}",Chris Van Hollen,D,ChrisVanHollen,MD,member
884,"{'office': [{'id': 18137749, 'id_str': '18137749', 'screen_name': 'ChrisVanHollen'}], 'campaign': [{'id': 3067974778, 'id_str': '3067974778', 'screen_name': 'VanHollenForMD'}], 'index': 491}",yes,senate,"{'bioguide': 'V000128', 'govtrack': 400415}",Chris Van Hollen,D,VanHollenForMD,MD,member
885,"{'office': [{'id': 1068481578, 'id_str': '1068481578', 'screen_name': 'SenAngusKing'}], 'campaign': [{'id': 1068540380, 'id_str': '1068540380', 'screen_name': 'AngusKing2018'}], 'index': 492}",no,senate,"{'bioguide': 'K000383', 'govtrack': 412545}",Angus King,I,SenAngusKing,ME,member
886,"{'office': [{'id': 1068481578, 'id_str': '1068481578', 'screen_name': 'SenAngusKing'}], 'campaign': [{'id': 1068540380, 'id_str': '1068540380', 'screen_name': 'AngusKing2018'}], 'index': 492}",yes,senate,"{'bioguide': 'K000383', 'govtrack': 412545}",Angus King,I,AngusKing2018,ME,member
887,"{'office': [{'id': 19726613, 'id_str': '19726613', 'screen_name': 'SenatorCollins'}], 'index': 493}",no,senate,"{'bioguide': 'C001035', 'govtrack': 300025}",Susan Collins,R,SenatorCollins,ME,member
888,"{'office': [{'id': 76456274, 'id_str': '76456274', 'screen_name': 'SenStabenow'}], 'campaign': [{'id': 20113797, 'id_str': '20113797', 'screen_name': 'stabenow'}], 'index': 494}",no,senate,"{'bioguide': 'S000770', 'govtrack': 300093}",Debbie Stabenow,D,SenStabenow,MI,member
889,"{'office': [{'id': 76456274, 'id_str': '76456274', 'screen_name': 'SenStabenow'}], 'campaign': [{'id': 20113797, 'id_str': '20113797', 'screen_name': 'stabenow'}], 'index': 494}",yes,senate,"{'bioguide': 'S000770', 'govtrack': 300093}",Debbie Stabenow,D,stabenow,MI,member
890,"{'office': [{'id': 236511574, 'id_str': '236511574', 'screen_name': 'SenGaryPeters'}], 'campaign': [{'id': 145292853, 'id_str': '145292853', 'screen_name': 'Peters4Michigan'}], 'index': 495}",no,senate,"{'bioguide': 'P000595', 'govtrack': 412305}",Gary Peters,D,SenGaryPeters,MI,member
891,"{'office': [{'id': 236511574, 'id_str': '236511574', 'screen_name': 'SenGaryPeters'}], 'campaign': [{'id': 145292853, 'id_str': '145292853', 'screen_name': 'Peters4Michigan'}], 'index': 495}",yes,senate,"{'bioguide': 'P000595', 'govtrack': 412305}",Gary Peters,D,Peters4Michigan,MI,member
892,"{'office': [{'id': 171968009, 'id_str': '171968009', 'screen_name': 'SenFranken'}], 'campaign': [{'id': 7334402, 'id_str': '7334402', 'screen_name': 'alfranken'}], 'index': 496}",no,senate,"{'bioguide': 'F000457', 'govtrack': 412378}",Al Franken,D,SenFranken,MN,member
893,"{'office': [{'id': 171968009, 'id_str': '171968009', 'screen_name': 'SenFranken'}], 'campaign': [{'id': 7334402, 'id_str': '7334402', 'screen_name': 'alfranken'}], 'index': 496}",yes,senate,"{'bioguide': 'F000457', 'govtrack': 412378}",Al Franken,D,alfranken,MN,member
894,"{'campaign': [{'id': 33537967, 'id_str': '33537967', 'screen_name': 'amyklobuchar'}], 'index': 497}",yes,senate,"{'bioguide': 'K000367', 'govtrack': 412242}",Amy Klobuchar,D,amyklobuchar,MN,member
895,"{'office': [{'id': 57065141, 'id_str': '57065141', 'screen_name': 'McCaskillOffice'}], 'campaign': [{'id': 16160352, 'id_str': '16160352', 'screen_name': 'clairecmc'}, {'id': 143103639, 'id_str': '143103639', 'screen_name': 'McCaskill4MO'}], 'index': 498}",no,senate,"{'bioguide': 'M001170', 'govtrack': 412243}",Claire McCaskill,D,McCaskillOffice,MO,member
896,"{'office': [{'id': 57065141, 'id_str': '57065141', 'screen_name': 'McCaskillOffice'}], 'campaign': [{'id': 16160352, 'id_str': '16160352', 'screen_name': 'clairecmc'}, {'id': 143103639, 'id_str': '143103639', 'screen_name': 'McCaskill4MO'}], 'index': 498}",yes,senate,"{'bioguide': 'M001170', 'govtrack': 412243}",Claire McCaskill,D,clairecmc,MO,member
897,"{'office': [{'id': 57065141, 'id_str': '57065141', 'screen_name': 'McCaskillOffice'}], 'campaign': [{'id': 16160352, 'id_str': '16160352', 'screen_name': 'clairecmc'}, {'id': 143103639, 'id_str': '143103639', 'screen_name': 'McCaskill4MO'}], 'index': 498}",yes,senate,"{'bioguide': 'M001170', 'govtrack': 412243}",Claire McCaskill,D,McCaskill4MO,MO,member
898,"{'office': [{'id': 21269970, 'id_str': '21269970', 'screen_name': 'RoyBlunt'}, {'id': 238177562, 'id_str': '238177562', 'screen_name': 'RoyBluntPress'}], 'campaign': [{'id': 389554914, 'id_str': '389554914', 'screen_name': 'RoyBluntMO'}, {'id': 120943265, 'id_str': '120943265', 'screen_name': 'BluntBrigade'}], 'index': 499}",no,senate,"{'bioguide': 'B000575', 'govtrack': 400034}",Roy Blunt,R,RoyBlunt,MO,member
899,"{'office': [{'id': 21269970, 'id_str': '21269970', 'screen_name': 'RoyBlunt'}, {'id': 238177562, 'id_str': '238177562', 'screen_name': 'RoyBluntPress'}], 'campaign': [{'id': 389554914, 'id_str': '389554914', 'screen_name': 'RoyBluntMO'}, {'id': 120943265, 'id_str': '120943265', 'screen_name': 'BluntBrigade'}], 'index': 499}",no,senate,"{'bioguide': 'B000575', 'govtrack': 400034}",Roy Blunt,R,RoyBluntPress,MO,member
900,"{'office': [{'id': 21269970, 'id_str': '21269970', 'screen_name': 'RoyBlunt'}, {'id': 238177562, 'id_str': '238177562', 'screen_name': 'RoyBluntPress'}], 'campaign': [{'id': 389554914, 'id_str': '389554914', 'screen_name': 'RoyBluntMO'}, {'id': 120943265, 'id_str': '120943265', 'screen_name': 'BluntBrigade'}], 'index': 499}",yes,senate,"{'bioguide': 'B000575', 'govtrack': 400034}",Roy Blunt,R,RoyBluntMO,MO,member
901,"{'office': [{'id': 21269970, 'id_str': '21269970', 'screen_name': 'RoyBlunt'}, {'id': 238177562, 'id_str': '238177562', 'screen_name': 'RoyBluntPress'}], 'campaign': [{'id': 389554914, 'id_str': '389554914', 'screen_name': 'RoyBluntMO'}, {'id': 120943265, 'id_str': '120943265', 'screen_name': 'BluntBrigade'}], 'index': 499}",yes,senate,"{'bioguide': 'B000575', 'govtrack': 400034}",Roy Blunt,R,BluntBrigade,MO,member
902,"{'office': [{'id': 264219447, 'id_str': '264219447', 'screen_name': 'SenatorWicker'}], 'campaign': [{'id': 11650762, 'id_str': '11650762', 'screen_name': 'RogerWicker'}], 'index': 500}",no,senate,"{'bioguide': 'W000437', 'govtrack': 400432}",Roger Wicker,R,SenatorWicker,MS,member
903,"{'office': [{'id': 264219447, 'id_str': '264219447', 'screen_name': 'SenatorWicker'}], 'campaign': [{'id': 11650762, 'id_str': '11650762', 'screen_name': 'RogerWicker'}], 'index': 500}",yes,senate,"{'bioguide': 'W000437', 'govtrack': 400432}",Roger Wicker,R,RogerWicker,MS,member
904,"{'office': [{'id': 555474658, 'id_str': '555474658', 'screen_name': 'SenThadCochran'}], 'index': 501}",no,senate,"{'bioguide': 'C000567', 'govtrack': 300023}",Thad Cochran,R,SenThadCochran,MS,member
905,"{'office': [{'id': 515822213, 'id_str': '515822213', 'screen_name': 'SenatorTester'}], 'campaign': [{'id': 16473577, 'id_str': '16473577', 'screen_name': 'jontester'}], 'index': 502}",no,senate,"{'bioguide': 'T000464', 'govtrack': 412244}",Jon Tester,D,SenatorTester,MT,member
906,"{'office': [{'id': 515822213, 'id_str': '515822213', 'screen_name': 'SenatorTester'}], 'campaign': [{'id': 16473577, 'id_str': '16473577', 'screen_name': 'jontester'}], 'index': 502}",yes,senate,"{'bioguide': 'T000464', 'govtrack': 412244}",Jon Tester,D,jontester,MT,member
907,"{'office': [{'id': 11651202, 'id_str': '11651202', 'screen_name': 'SteveDaines'}], 'campaign': [{'id': 214767677, 'id_str': '214767677', 'screen_name': 'DainesforMT'}], 'index': 503}",no,senate,"{'bioguide': 'D000618', 'govtrack': 412549}",Steve Daines,R,SteveDaines,MT,member
908,"{'office': [{'id': 11651202, 'id_str': '11651202', 'screen_name': 'SteveDaines'}], 'campaign': [{'id': 214767677, 'id_str': '214767677', 'screen_name': 'DainesforMT'}], 'index': 503}",yes,senate,"{'bioguide': 'D000618', 'govtrack': 412549}",Steve Daines,R,DainesforMT,MT,member
909,"{'office': [{'id': 21157904, 'id_str': '21157904', 'screen_name': 'SenatorBurr'}], 'campaign': [{'id': 213339899, 'id_str': '213339899', 'screen_name': 'BurrForSenate'}], 'index': 504}",no,senate,"{'bioguide': 'B001135', 'govtrack': 400054}",Richard Burr,R,SenatorBurr,NC,member
910,"{'office': [{'id': 21157904, 'id_str': '21157904', 'screen_name': 'SenatorBurr'}], 'campaign': [{'id': 213339899, 'id_str': '213339899', 'screen_name': 'BurrForSenate'}], 'index': 504}",yes,senate,"{'bioguide': 'B001135', 'govtrack': 400054}",Richard Burr,R,BurrForSenate,NC,member
911,"{'office': [{'id': 2964174789, 'id_str': '2964174789', 'screen_name': 'SenThomTillis'}], 'campaign': [{'id': 22195441, 'id_str': '22195441', 'screen_name': 'ThomTillis'}], 'index': 505}",no,senate,"{'bioguide': 'T000476', 'govtrack': 412668}",Thom Tillis,R,SenThomTillis,NC,member
912,"{'office': [{'id': 2964174789, 'id_str': '2964174789', 'screen_name': 'SenThomTillis'}], 'campaign': [{'id': 22195441, 'id_str': '22195441', 'screen_name': 'ThomTillis'}], 'index': 505}",yes,senate,"{'bioguide': 'T000476', 'govtrack': 412668}",Thom Tillis,R,ThomTillis,NC,member
913,"{'office': [{'id': 1061029050, 'id_str': '1061029050', 'screen_name': 'SenatorHeitkamp'}], 'campaign': [{'id': 460376288, 'id_str': '460376288', 'screen_name': 'Heidi4ND'}], 'index': 506}",no,senate,"{'bioguide': 'H001069', 'govtrack': 412554}",Heidi Heitkamp,D,SenatorHeitkamp,ND,member
914,"{'office': [{'id': 1061029050, 'id_str': '1061029050', 'screen_name': 'SenatorHeitkamp'}], 'campaign': [{'id': 460376288, 'id_str': '460376288', 'screen_name': 'Heidi4ND'}], 'index': 506}",yes,senate,"{'bioguide': 'H001069', 'govtrack': 412554}",Heidi Heitkamp,D,Heidi4ND,ND,member
915,"{'office': [{'id': 382791093, 'id_str': '382791093', 'screen_name': 'SenJohnHoeven'}], 'campaign': [{'id': 106733567, 'id_str': '106733567', 'screen_name': 'hoeven4senate'}], 'index': 507}",no,senate,"{'bioguide': 'H001061', 'govtrack': 412494}",John Hoeven,R,SenJohnHoeven,ND,member
916,"{'office': [{'id': 382791093, 'id_str': '382791093', 'screen_name': 'SenJohnHoeven'}], 'campaign': [{'id': 106733567, 'id_str': '106733567', 'screen_name': 'hoeven4senate'}], 'index': 507}",yes,senate,"{'bioguide': 'H001061', 'govtrack': 412494}",John Hoeven,R,hoeven4senate,ND,member
917,"{'office': [{'id': 2962923040, 'id_str': '2962923040', 'screen_name': 'SenSasse'}], 'campaign': [{'id': 1480852568, 'id_str': '1480852568', 'screen_name': 'BenSasse'}], 'index': 508}",no,senate,"{'bioguide': 'S001197', 'govtrack': 412671}",Ben Sasse,R,SenSasse,NE,member
918,"{'office': [{'id': 2962923040, 'id_str': '2962923040', 'screen_name': 'SenSasse'}], 'campaign': [{'id': 1480852568, 'id_str': '1480852568', 'screen_name': 'BenSasse'}], 'index': 508}",yes,senate,"{'bioguide': 'S001197', 'govtrack': 412671}",Ben Sasse,R,BenSasse,NE,member
919,"{'office': [{'id': 1071402577, 'id_str': '1071402577', 'screen_name': 'SenatorFischer'}], 'campaign': [{'id': 361509785, 'id_str': '361509785', 'screen_name': 'DebSFischer'}, {'id': 323490669, 'id_str': '323490669', 'screen_name': 'DebFischerNE'}], 'index': 509}",no,senate,"{'bioguide': 'F000463', 'govtrack': 412556}",Deb Fischer,R,SenatorFischer,NE,member
