,accounts,ch,chamber,id,name,party,screen_name,state,type
256,"{'office': [{'id': 48117116, 'id_str': '48117116', 'screen_name': 'SteveKingIA'}], 'campaign': [{'id': 194729373, 'id_str': '194729373', 'screen_name': 'KingforCongress'}], 'index': 149}",no,house,"{'bioguide': 'K000362', 'govtrack': 400220}",Steve King,R,SteveKingIA,IA,member
257,"{'office': [{'id': 48117116, 'id_str': '48117116', 'screen_name': 'SteveKingIA'}], 'campaign': [{'id': 194729373, 'id_str': '194729373', 'screen_name': 'KingforCongress'}], 'index': 149}",yes,house,"{'bioguide': 'K000362', 'govtrack': 400220}",Steve King,R,KingforCongress,IA,member
258,"{'office': [{'id': 76132891, 'id_str': '76132891', 'screen_name': 'CongMikeSimpson'}], 'campaign': [{'id': 314223728, 'id_str': '314223728', 'screen_name': 'MikeSimpson4ID'}], 'index': 150}",no,house,"{'bioguide': 'S001148', 'govtrack': 400376}",Mike Simpson,R,CongMikeSimpson,ID,member
259,"{'office': [{'id': 76132891, 'id_str': '76132891', 'screen_name': 'CongMikeSimpson'}], 'campaign': [{'id': 314223728, 'id_str': '314223728', 'screen_name': 'MikeSimpson4ID'}], 'index': 150}",yes,house,"{'bioguide': 'S001148', 'govtrack': 400376}",Mike Simpson,R,MikeSimpson4ID,ID,member
260,"{'office': [{'id': 246341769, 'id_str': '246341769', 'screen_name': 'Raul_Labrador'}], 'campaign': [{'id': 56944812, 'id_str': '56944812', 'screen_name': 'RaulLabrador4ID'}], 'index': 151}",no,house,"{'bioguide': 'L000573', 'govtrack': 412419}",Raul Labrador,R,Raul_Labrador,ID,member
261,"{'office': [{'id': 246341769, 'id_str': '246341769', 'screen_name': 'Raul_Labrador'}], 'campaign': [{'id': 56944812, 'id_str': '56944812', 'screen_name': 'RaulLabrador4ID'}], 'index': 151}",yes,house,"{'bioguide': 'L000573', 'govtrack': 412419}",Raul Labrador,R,RaulLabrador4ID,ID,member
262,"{'office': [{'id': 219429281, 'id_str': '219429281', 'screen_name': 'RepKinzinger'}], 'campaign': [{'id': 18004222, 'id_str': '18004222', 'screen_name': 'AdamKinzinger'}], 'index': 152}",no,house,"{'bioguide': 'K000378', 'govtrack': 412421}",Adam Kinzinger,R,RepKinzinger,IL,member
263,"{'office': [{'id': 219429281, 'id_str': '219429281', 'screen_name': 'RepKinzinger'}], 'campaign': [{'id': 18004222, 'id_str': '18004222', 'screen_name': 'AdamKinzinger'}], 'index': 152}",yes,house,"{'bioguide': 'K000378', 'govtrack': 412421}",Adam Kinzinger,R,AdamKinzinger,IL,member
264,"{'office': [{'id': 1080509366, 'id_str': '1080509366', 'screen_name': 'RepBillFoster'}], 'campaign': [{'id': 188403766, 'id_str': '188403766', 'screen_name': 'Foster4Congress'}], 'index': 153}",no,house,"{'bioguide': 'F000454', 'govtrack': 412257}",Bill Foster,D,RepBillFoster,IL,member
265,"{'office': [{'id': 1080509366, 'id_str': '1080509366', 'screen_name': 'RepBillFoster'}], 'campaign': [{'id': 188403766, 'id_str': '188403766', 'screen_name': 'Foster4Congress'}], 'index': 153}",yes,house,"{'bioguide': 'F000454', 'govtrack': 412257}",Bill Foster,D,Foster4Congress,IL,member
266,"{'office': [{'id': 305216911, 'id_str': '305216911', 'screen_name': 'RepBobbyRush'}], 'campaign': [{'id': 493429193, 'id_str': '493429193', 'screen_name': 'BobbyLRushMC'}], 'index': 154}",no,house,"{'bioguide': 'R000515', 'govtrack': 400350}",Bobby Rush,D,RepBobbyRush,IL,member
267,"{'office': [{'id': 305216911, 'id_str': '305216911', 'screen_name': 'RepBobbyRush'}], 'campaign': [{'id': 493429193, 'id_str': '493429193', 'screen_name': 'BobbyLRushMC'}], 'index': 154}",yes,house,"{'bioguide': 'R000515', 'govtrack': 400350}",Bobby Rush,D,BobbyLRushMC,IL,member
268,"{'office': [{'id': 1071840474, 'id_str': '1071840474', 'screen_name': 'RepSchneider'}], 'campaign': [{'id': 278005891, 'id_str': '278005891', 'screen_name': 'Schneider4IL10'}], 'index': 155}",no,house,"{'bioguide': 'S001190', 'govtrack': 412534}",Brad Schneider,D,RepSchneider,IL,member
269,"{'office': [{'id': 1071840474, 'id_str': '1071840474', 'screen_name': 'RepSchneider'}], 'campaign': [{'id': 278005891, 'id_str': '278005891', 'screen_name': 'Schneider4IL10'}], 'index': 155}",yes,house,"{'bioguide': 'S001190', 'govtrack': 412534}",Brad Schneider,D,Schneider4IL10,IL,member
270,"{'office': [{'id': 1092979962, 'id_str': '1092979962', 'screen_name': 'RepCheri'}], 'campaign': [{'id': 257180565, 'id_str': '257180565', 'screen_name': 'CheriBustos'}], 'index': 156}",no,house,"{'bioguide': 'B001286', 'govtrack': 412537}",Cheri Bustos,D,RepCheri,IL,member
271,"{'office': [{'id': 1092979962, 'id_str': '1092979962', 'screen_name': 'RepCheri'}], 'campaign': [{'id': 257180565, 'id_str': '257180565', 'screen_name': 'CheriBustos'}], 'index': 156}",yes,house,"{'bioguide': 'B001286', 'govtrack': 412537}",Cheri Bustos,D,CheriBustos,IL,member
272,"{'office': [{'id': 1009269193, 'id_str': '1009269193', 'screen_name': 'RepLipinski'}], 'index': 157}",no,house,"{'bioguide': 'L000563', 'govtrack': 400630}",Dan Lipinski,D,RepLipinski,IL,member
273,"{'office': [{'id': 789244177, 'id_str': '789244177', 'screen_name': 'RepDannyDavis'}], 'index': 158}",no,house,"{'bioguide': 'D000096', 'govtrack': 400093}",Danny K. Davis,D,RepDannyDavis,IL,member
274,"{'office': [{'id': 3686482216, 'id_str': '3686482216', 'screen_name': 'RepLaHood'}], 'campaign': [{'id': 3107996233, 'id_str': '3107996233', 'screen_name': 'ElectLaHood'}], 'index': 159}",no,house,"{'bioguide': 'L000585', 'govtrack': 412674}",Darin LaHood,R,RepLaHood,IL,member
275,"{'office': [{'id': 3686482216, 'id_str': '3686482216', 'screen_name': 'RepLaHood'}], 'campaign': [{'id': 3107996233, 'id_str': '3107996233', 'screen_name': 'ElectLaHood'}], 'index': 159}",yes,house,"{'bioguide': 'L000585', 'govtrack': 412674}",Darin LaHood,R,ElectLaHood,IL,member
276,"{'office': [{'id': 24195214, 'id_str': '24195214', 'screen_name': 'janschakowsky'}], 'index': 160}",no,house,"{'bioguide': 'S001145', 'govtrack': 400360}",Jan Schakowsky,D,janschakowsky,IL,member
277,"{'office': [{'id': 15600527, 'id_str': '15600527', 'screen_name': 'RepShimkus'}], 'campaign': [{'id': 4490291893, 'id_str': '4490291893', 'screen_name': 'JohnMShimkus'}], 'index': 161}",no,house,"{'bioguide': 'S000364', 'govtrack': 400373}",John Shimkus,R,RepShimkus,IL,member
278,"{'office': [{'id': 15600527, 'id_str': '15600527', 'screen_name': 'RepShimkus'}], 'campaign': [{'id': 4490291893, 'id_str': '4490291893', 'screen_name': 'JohnMShimkus'}], 'index': 161}",yes,house,"{'bioguide': 'S000364', 'govtrack': 400373}",John Shimkus,R,JohnMShimkus,IL,member
279,"{'office': [{'id': 36948268, 'id_str': '36948268', 'screen_name': 'RepGutierrez'}], 'campaign': [{'id': 322013313, 'id_str': '322013313', 'screen_name': 'LuisGutierrez'}], 'index': 162}",no,house,"{'bioguide': 'G000535', 'govtrack': 400163}",Luis Gutiérrez,D,RepGutierrez,IL,member
280,"{'office': [{'id': 36948268, 'id_str': '36948268', 'screen_name': 'RepGutierrez'}], 'campaign': [{'id': 322013313, 'id_str': '322013313', 'screen_name': 'LuisGutierrez'}], 'index': 162}",yes,house,"{'bioguide': 'G000535', 'govtrack': 400163}",Luis Gutiérrez,D,LuisGutierrez,IL,member
281,"{'office': [{'id': 2964877294, 'id_str': '2964877294', 'screen_name': 'RepBost'}], 'campaign': [{'id': 2282437802, 'id_str': '2282437802', 'screen_name': 'BostForCongress'}], 'index': 163}",no,house,"{'bioguide': 'B001295', 'govtrack': 412629}",Mike Bost,R,RepBost,IL,member
282,"{'office': [{'id': 2964877294, 'id_str': '2964877294', 'screen_name': 'RepBost'}], 'campaign': [{'id': 2282437802, 'id_str': '2282437802', 'screen_name': 'BostForCongress'}], 'index': 163}",yes,house,"{'bioguide': 'B001295', 'govtrack': 412629}",Mike Bost,R,BostForCongress,IL,member
283,"{'office': [{'id': 56864092, 'id_str': '56864092', 'screen_name': 'RepMikeQuigley'}], 'campaign': [{'id': 15949499, 'id_str': '15949499', 'screen_name': 'QuigleyCampaign'}], 'index': 164}",no,house,"{'bioguide': 'Q000023', 'govtrack': 412331}",Mike Quigley,D,RepMikeQuigley,IL,member
284,"{'office': [{'id': 56864092, 'id_str': '56864092', 'screen_name': 'RepMikeQuigley'}], 'campaign': [{'id': 15949499, 'id_str': '15949499', 'screen_name': 'QuigleyCampaign'}], 'index': 164}",yes,house,"{'bioguide': 'Q000023', 'govtrack': 412331}",Mike Quigley,D,QuigleyCampaign,IL,member
285,"{'office': [{'id': 20015903, 'id_str': '20015903', 'screen_name': 'PeterRoskam'}], 'index': 165}",no,house,"{'bioguide': 'R000580', 'govtrack': 412202}",Peter Roskam,R,PeterRoskam,IL,member
286,"{'office': [{'id': 814179031956488200, 'id_str': '814179031956488192', 'screen_name': 'CongressmanRaja'}], 'campaign': [{'id': 62649021, 'id_str': '62649021', 'screen_name': 'RajaForCongress'}], 'index': 166}",no,house,"{'bioguide': 'K000391', 'govtrack': 412701}",Raja Krishnamoorthi,D,CongressmanRaja,IL,member
287,"{'office': [{'id': 814179031956488200, 'id_str': '814179031956488192', 'screen_name': 'CongressmanRaja'}], 'campaign': [{'id': 62649021, 'id_str': '62649021', 'screen_name': 'RajaForCongress'}], 'index': 166}",yes,house,"{'bioguide': 'K000391', 'govtrack': 412701}",Raja Krishnamoorthi,D,RajaForCongress,IL,member
288,"{'office': [{'id': 237814920, 'id_str': '237814920', 'screen_name': 'RepHultgren'}], 'campaign': [{'id': 78387677, 'id_str': '78387677', 'screen_name': 'RandyHultgren'}], 'index': 167}",no,house,"{'bioguide': 'H001059', 'govtrack': 412422}",Randy Hultgren,R,RepHultgren,IL,member
289,"{'office': [{'id': 237814920, 'id_str': '237814920', 'screen_name': 'RepHultgren'}], 'campaign': [{'id': 78387677, 'id_str': '78387677', 'screen_name': 'RandyHultgren'}], 'index': 167}",yes,house,"{'bioguide': 'H001059', 'govtrack': 412422}",Randy Hultgren,R,RandyHultgren,IL,member
290,"{'office': [{'id': 1339931490, 'id_str': '1339931490', 'screen_name': 'RepRobinKelly'}], 'campaign': [{'id': 38285038, 'id_str': '38285038', 'screen_name': 'Robin42CD'}], 'index': 168}",no,house,"{'bioguide': 'K000385', 'govtrack': 412595}",Robin Kelly,D,RepRobinKelly,IL,member
291,"{'office': [{'id': 1339931490, 'id_str': '1339931490', 'screen_name': 'RepRobinKelly'}], 'campaign': [{'id': 38285038, 'id_str': '38285038', 'screen_name': 'Robin42CD'}], 'index': 168}",yes,house,"{'bioguide': 'K000385', 'govtrack': 412595}",Robin Kelly,D,Robin42CD,IL,member
292,"{'office': [{'id': 993153006, 'id_str': '993153006', 'screen_name': 'RodneyDavis'}], 'campaign': [{'id': 586076955, 'id_str': '586076955', 'screen_name': 'ElectRodney'}], 'index': 169}",no,house,"{'bioguide': 'D000619', 'govtrack': 412536}",Rodney Davis,R,RodneyDavis,IL,member
293,"{'office': [{'id': 993153006, 'id_str': '993153006', 'screen_name': 'RodneyDavis'}], 'campaign': [{'id': 586076955, 'id_str': '586076955', 'screen_name': 'ElectRodney'}], 'index': 169}",yes,house,"{'bioguide': 'D000619', 'govtrack': 412536}",Rodney Davis,R,ElectRodney,IL,member
294,"{'office': [{'id': 199325935, 'id_str': '199325935', 'screen_name': 'RepAndreCarson'}], 'campaign': [{'id': 267316393, 'id_str': '267316393', 'screen_name': 'Andre4Congress'}], 'index': 170}",no,house,"{'bioguide': 'C001072', 'govtrack': 412258}",Andre Carson,D,RepAndreCarson,IN,member
295,"{'office': [{'id': 199325935, 'id_str': '199325935', 'screen_name': 'RepAndreCarson'}], 'campaign': [{'id': 267316393, 'id_str': '267316393', 'screen_name': 'Andre4Congress'}], 'index': 170}",yes,house,"{'bioguide': 'C001072', 'govtrack': 412258}",Andre Carson,D,Andre4Congress,IN,member
296,"{'office': [{'id': 1065995022, 'id_str': '1065995022', 'screen_name': 'RepWalorski'}], 'campaign': [{'id': 137172797, 'id_str': '137172797', 'screen_name': 'StandWithJackie'}, {'id': 14562874, 'id_str': '14562874', 'screen_name': 'jackiewalorski'}], 'index': 171}",no,house,"{'bioguide': 'W000813', 'govtrack': 412538}",Jackie Walorski,R,RepWalorski,IN,member
297,"{'office': [{'id': 1065995022, 'id_str': '1065995022', 'screen_name': 'RepWalorski'}], 'campaign': [{'id': 137172797, 'id_str': '137172797', 'screen_name': 'StandWithJackie'}, {'id': 14562874, 'id_str': '14562874', 'screen_name': 'jackiewalorski'}], 'index': 171}",yes,house,"{'bioguide': 'W000813', 'govtrack': 412538}",Jackie Walorski,R,StandWithJackie,IN,member
298,"{'office': [{'id': 1065995022, 'id_str': '1065995022', 'screen_name': 'RepWalorski'}], 'campaign': [{'id': 137172797, 'id_str': '137172797', 'screen_name': 'StandWithJackie'}, {'id': 14562874, 'id_str': '14562874', 'screen_name': 'jackiewalorski'}], 'index': 171}",yes,house,"{'bioguide': 'W000813', 'govtrack': 412538}",Jackie Walorski,R,jackiewalorski,IN,member
299,"{'office': [{'id': 816131319033950200, 'id_str': '816131319033950208', 'screen_name': 'RepJimBanks'}], 'campaign': [{'id': 14836282, 'id_str': '14836282', 'screen_name': 'Jim_Banks'}], 'index': 172}",no,house,"{'bioguide': 'B001299', 'govtrack': 412702}",Jim Banks,R,RepJimBanks,IN,member
300,"{'office': [{'id': 816131319033950200, 'id_str': '816131319033950208', 'screen_name': 'RepJimBanks'}], 'campaign': [{'id': 14836282, 'id_str': '14836282', 'screen_name': 'Jim_Banks'}], 'index': 172}",yes,house,"{'bioguide': 'B001299', 'govtrack': 412702}",Jim Banks,R,Jim_Banks,IN,member
301,"{'office': [{'id': 234812598, 'id_str': '234812598', 'screen_name': 'RepLarryBucshon'}], 'campaign': [{'id': 80956768, 'id_str': '80956768', 'screen_name': 'DrLarryBucshon'}], 'index': 173}",no,house,"{'bioguide': 'B001275', 'govtrack': 412427}",Larry Bucshon,R,RepLarryBucshon,IN,member
302,"{'office': [{'id': 234812598, 'id_str': '234812598', 'screen_name': 'RepLarryBucshon'}], 'campaign': [{'id': 80956768, 'id_str': '80956768', 'screen_name': 'DrLarryBucshon'}], 'index': 173}",yes,house,"{'bioguide': 'B001275', 'govtrack': 412427}",Larry Bucshon,R,DrLarryBucshon,IN,member
303,"{'office': [{'id': 1045853744, 'id_str': '1045853744', 'screen_name': 'RepLukeMesser'}], 'campaign': [{'id': 23013996, 'id_str': '23013996', 'screen_name': 'LukeMesserIN'}], 'index': 174}",no,house,"{'bioguide': 'M001189', 'govtrack': 412540}",Luke Messer,R,RepLukeMesser,IN,member
304,"{'office': [{'id': 1045853744, 'id_str': '1045853744', 'screen_name': 'RepLukeMesser'}], 'campaign': [{'id': 23013996, 'id_str': '23013996', 'screen_name': 'LukeMesserIN'}], 'index': 174}",yes,house,"{'bioguide': 'M001189', 'govtrack': 412540}",Luke Messer,R,LukeMesserIN,IN,member
305,"{'office': [{'id': 193872188, 'id_str': '193872188', 'screen_name': 'RepVisclosky'}], 'campaign': [{'id': 3282677347, 'id_str': '3282677347', 'screen_name': 'TeamVisclosky'}], 'index': 175}",no,house,"{'bioguide': 'V000108', 'govtrack': 400417}",Pete Visclosky,D,RepVisclosky,IN,member
306,"{'office': [{'id': 193872188, 'id_str': '193872188', 'screen_name': 'RepVisclosky'}], 'campaign': [{'id': 3282677347, 'id_str': '3282677347', 'screen_name': 'TeamVisclosky'}], 'index': 175}",yes,house,"{'bioguide': 'V000108', 'govtrack': 400417}",Pete Visclosky,D,TeamVisclosky,IN,member
307,"{'office': [{'id': 1074101017, 'id_str': '1074101017', 'screen_name': 'SusanWBrooks'}], 'campaign': [{'id': 344201516, 'id_str': '344201516', 'screen_name': 'SusanBrooksIN'}], 'index': 176}",no,house,"{'bioguide': 'B001284', 'govtrack': 412539}",Susan Brooks,R,SusanWBrooks,IN,member
308,"{'office': [{'id': 1074101017, 'id_str': '1074101017', 'screen_name': 'SusanWBrooks'}], 'campaign': [{'id': 344201516, 'id_str': '344201516', 'screen_name': 'SusanBrooksIN'}], 'index': 176}",yes,house,"{'bioguide': 'B001284', 'govtrack': 412539}",Susan Brooks,R,SusanBrooksIN,IN,member
309,"{'office': [{'id': 17544524, 'id_str': '17544524', 'screen_name': 'ToddRokita'}], 'campaign': [{'id': 110456022, 'id_str': '110456022', 'screen_name': 'ToddRokitaIN'}], 'index': 177}",no,house,"{'bioguide': 'R000592', 'govtrack': 412426}",Todd Rokita,R,ToddRokita,IN,member
310,"{'office': [{'id': 17544524, 'id_str': '17544524', 'screen_name': 'ToddRokita'}], 'campaign': [{'id': 110456022, 'id_str': '110456022', 'screen_name': 'ToddRokitaIN'}], 'index': 177}",yes,house,"{'bioguide': 'R000592', 'govtrack': 412426}",Todd Rokita,R,ToddRokitaIN,IN,member
311,"{'office': [{'id': 811986281177772000, 'id_str': '811986281177772032', 'screen_name': 'RepTrey'}], 'campaign': [{'id': 3431000296, 'id_str': '3431000296', 'screen_name': 'VoteForTrey'}], 'index': 178}",no,house,"{'bioguide': 'H001074', 'govtrack': 412703}",Trey Hollingsworth,R,RepTrey,IN,member
312,"{'office': [{'id': 811986281177772000, 'id_str': '811986281177772032', 'screen_name': 'RepTrey'}], 'campaign': [{'id': 3431000296, 'id_str': '3431000296', 'screen_name': 'VoteForTrey'}], 'index': 178}",yes,house,"{'bioguide': 'H001074', 'govtrack': 412703}",Trey Hollingsworth,R,VoteForTrey,IN,member
313,"{'office': [{'id': 252819642, 'id_str': '252819642', 'screen_name': 'RepKevinYoder'}], 'campaign': [{'id': 26324609, 'id_str': '26324609', 'screen_name': 'KevinYoder'}], 'index': 179}",no,house,"{'bioguide': 'Y000063', 'govtrack': 412430}",Kevin Yoder,R,RepKevinYoder,KS,member
314,"{'office': [{'id': 252819642, 'id_str': '252819642', 'screen_name': 'RepKevinYoder'}], 'campaign': [{'id': 26324609, 'id_str': '26324609', 'screen_name': 'KevinYoder'}], 'index': 179}",yes,house,"{'bioguide': 'Y000063', 'govtrack': 412430}",Kevin Yoder,R,KevinYoder,KS,member
315,"{'office': [{'id': 19658173, 'id_str': '19658173', 'screen_name': 'RepLynnJenkins'}], 'campaign': [{'id': 75378219, 'id_str': '75378219', 'screen_name': 'lynnjenkins'}], 'index': 180}",no,house,"{'bioguide': 'J000290', 'govtrack': 412284}",Lynn Jenkins,R,RepLynnJenkins,KS,member
316,"{'office': [{'id': 19658173, 'id_str': '19658173', 'screen_name': 'RepLynnJenkins'}], 'campaign': [{'id': 75378219, 'id_str': '75378219', 'screen_name': 'lynnjenkins'}], 'index': 180}",yes,house,"{'bioguide': 'J000290', 'govtrack': 412284}",Lynn Jenkins,R,lynnjenkins,KS,member
317,"{'office': [{'id': 752364246218862600, 'id_str': '752364246218862592', 'screen_name': 'RepMarshall'}], 'campaign': [{'id': 1240107944, 'id_str': '1240107944', 'screen_name': 'RogerMarshallMD'}], 'index': 181}",no,house,"{'bioguide': 'M001198', 'govtrack': 412704}",Roger Marshall,R,RepMarshall,KS,member
318,"{'office': [{'id': 752364246218862600, 'id_str': '752364246218862592', 'screen_name': 'RepMarshall'}], 'campaign': [{'id': 1240107944, 'id_str': '1240107944', 'screen_name': 'RogerMarshallMD'}], 'index': 181}",yes,house,"{'bioguide': 'M001198', 'govtrack': 412704}",Roger Marshall,R,RogerMarshallMD,KS,member
319,"{'office': [{'id': 854715071116849200, 'id_str': '854715071116849157', 'screen_name': 'RepRonEstes'}], 'campaign': [{'id': 722555010588872700, 'id_str': '722555010588872705', 'screen_name': 'RonEstesKS'}], 'index': 182}",no,house,"{'bioguide': 'E000298', 'govtrack': 412735}",Ron Estes,R,RepRonEstes,KS,member
320,"{'office': [{'id': 854715071116849200, 'id_str': '854715071116849157', 'screen_name': 'RepRonEstes'}], 'campaign': [{'id': 722555010588872700, 'id_str': '722555010588872705', 'screen_name': 'RonEstesKS'}], 'index': 182}",yes,house,"{'bioguide': 'E000298', 'govtrack': 412735}",Ron Estes,R,RonEstesKS,KS,member
321,"{'office': [{'id': 1089334250, 'id_str': '1089334250', 'screen_name': 'RepAndyBarr'}], 'campaign': [{'id': 115186195, 'id_str': '115186195', 'screen_name': 'barrforcongress'}], 'index': 183}",no,house,"{'bioguide': 'B001282', 'govtrack': 412541}",Andy Barr,R,RepAndyBarr,KY,member
322,"{'office': [{'id': 1089334250, 'id_str': '1089334250', 'screen_name': 'RepAndyBarr'}], 'campaign': [{'id': 115186195, 'id_str': '115186195', 'screen_name': 'barrforcongress'}], 'index': 183}",yes,house,"{'bioguide': 'B001282', 'govtrack': 412541}",Andy Barr,R,barrforcongress,KY,member
323,"{'office': [{'id': 1908143071, 'id_str': '1908143071', 'screen_name': 'RepGuthrie'}], 'campaign': [{'id': 114607567, 'id_str': '114607567', 'screen_name': 'brettguthrie'}], 'index': 184}",no,house,"{'bioguide': 'G000558', 'govtrack': 412278}",Brett Guthrie,R,RepGuthrie,KY,member
324,"{'office': [{'id': 1908143071, 'id_str': '1908143071', 'screen_name': 'RepGuthrie'}], 'campaign': [{'id': 114607567, 'id_str': '114607567', 'screen_name': 'brettguthrie'}], 'index': 184}",yes,house,"{'bioguide': 'G000558', 'govtrack': 412278}",Brett Guthrie,R,brettguthrie,KY,member
325,"{'office': [{'id': 550401754, 'id_str': '550401754', 'screen_name': 'RepHalRogers'}], 'index': 185}",no,house,"{'bioguide': 'R000395', 'govtrack': 400340}",Hal Rogers,R,RepHalRogers,KY,member
326,"{'campaign': [{'id': 838462994, 'id_str': '838462994', 'screen_name': 'KYComer'}], 'index': 186}",yes,house,"{'bioguide': 'C001108', 'govtrack': 412676}",James Comer,R,KYComer,KY,member
327,"{'office': [{'id': 384913290, 'id_str': '384913290', 'screen_name': 'RepJohnYarmuth'}], 'index': 187}",no,house,"{'bioguide': 'Y000062', 'govtrack': 412211}",John Yarmuth,D,RepJohnYarmuth,KY,member
328,"{'office': [{'id': 975200486, 'id_str': '975200486', 'screen_name': 'RepThomasMassie'}], 'campaign': [{'id': 230973154, 'id_str': '230973154', 'screen_name': 'ThomasMassieKY'}], 'index': 188}",no,house,"{'bioguide': 'M001184', 'govtrack': 412503}",Thomas Massie,R,RepThomasMassie,KY,member
329,"{'office': [{'id': 975200486, 'id_str': '975200486', 'screen_name': 'RepThomasMassie'}], 'campaign': [{'id': 230973154, 'id_str': '230973154', 'screen_name': 'ThomasMassieKY'}], 'index': 188}",yes,house,"{'bioguide': 'M001184', 'govtrack': 412503}",Thomas Massie,R,ThomasMassieKY,KY,member
330,"{'office': [{'id': 267854863, 'id_str': '267854863', 'screen_name': 'RepRichmond'}], 'campaign': [{'id': 142419647, 'id_str': '142419647', 'screen_name': 'CedricRichmond'}], 'index': 189}",no,house,"{'bioguide': 'R000588', 'govtrack': 412432}",Cedric Richmond,D,RepRichmond,LA,member
331,"{'office': [{'id': 267854863, 'id_str': '267854863', 'screen_name': 'RepRichmond'}], 'campaign': [{'id': 142419647, 'id_str': '142419647', 'screen_name': 'CedricRichmond'}], 'index': 189}",yes,house,"{'bioguide': 'R000588', 'govtrack': 412432}",Cedric Richmond,D,CedricRichmond,LA,member
332,"{'office': [{'id': 843636970538618900, 'id_str': '843636970538618880', 'screen_name': 'RepClayHiggins'}], 'campaign': [{'id': 3298489662, 'id_str': '3298489662', 'screen_name': 'CaptClayHiggins'}], 'index': 190}",no,house,"{'bioguide': 'H001077', 'govtrack': 412705}",Clay Higgins,R,RepClayHiggins,LA,member
333,"{'office': [{'id': 843636970538618900, 'id_str': '843636970538618880', 'screen_name': 'RepClayHiggins'}], 'campaign': [{'id': 3298489662, 'id_str': '3298489662', 'screen_name': 'CaptClayHiggins'}], 'index': 190}",yes,house,"{'bioguide': 'H001077', 'govtrack': 412705}",Clay Higgins,R,CaptClayHiggins,LA,member
334,"{'office': [{'id': 2951574214, 'id_str': '2951574214', 'screen_name': 'RepGarretGraves'}], 'campaign': [{'id': 587100576, 'id_str': '587100576', 'screen_name': 'garretgraves'}], 'index': 191}",no,house,"{'bioguide': 'G000577', 'govtrack': 412631}",Garret Graves,R,RepGarretGraves,LA,member
335,"{'office': [{'id': 2951574214, 'id_str': '2951574214', 'screen_name': 'RepGarretGraves'}], 'campaign': [{'id': 587100576, 'id_str': '587100576', 'screen_name': 'garretgraves'}], 'index': 191}",yes,house,"{'bioguide': 'G000577', 'govtrack': 412631}",Garret Graves,R,garretgraves,LA,member
336,"{'office': [{'id': 827279765287559200, 'id_str': '827279765287559171', 'screen_name': 'RepMikeJohnson'}], 'campaign': [{'id': 4849654052, 'id_str': '4849654052', 'screen_name': 'MikeJohnson'}], 'index': 192}",no,house,"{'bioguide': 'J000299', 'govtrack': 412706}",Mike Johnson,R,RepMikeJohnson,LA,member
337,"{'office': [{'id': 827279765287559200, 'id_str': '827279765287559171', 'screen_name': 'RepMikeJohnson'}], 'campaign': [{'id': 4849654052, 'id_str': '4849654052', 'screen_name': 'MikeJohnson'}], 'index': 192}",yes,house,"{'bioguide': 'J000299', 'govtrack': 412706}",Mike Johnson,R,MikeJohnson,LA,member
338,"{'office': [{'id': 2962891515, 'id_str': '2962891515', 'screen_name': 'RepAbraham'}], 'campaign': [{'id': 2543008999, 'id_str': '2543008999', 'screen_name': 'abraham_ralph'}], 'index': 193}",no,house,"{'bioguide': 'A000374', 'govtrack': 412630}",Ralph Abraham,R,RepAbraham,LA,member
339,"{'office': [{'id': 2962891515, 'id_str': '2962891515', 'screen_name': 'RepAbraham'}], 'campaign': [{'id': 2543008999, 'id_str': '2543008999', 'screen_name': 'abraham_ralph'}], 'index': 193}",yes,house,"{'bioguide': 'A000374', 'govtrack': 412630}",Ralph Abraham,R,abraham_ralph,LA,member
340,"{'office': [{'id': 1209417007, 'id_str': '1209417007', 'screen_name': 'SteveScalise'}], 'campaign': [{'id': 2746741969, 'id_str': '2746741969', 'screen_name': 'GeauxScalise'}], 'index': 194}",no,house,"{'bioguide': 'S001176', 'govtrack': 412261}",Steve Scalise,R,SteveScalise,LA,member
341,"{'office': [{'id': 1209417007, 'id_str': '1209417007', 'screen_name': 'SteveScalise'}], 'campaign': [{'id': 2746741969, 'id_str': '2746741969', 'screen_name': 'GeauxScalise'}], 'index': 194}",yes,house,"{'bioguide': 'S001176', 'govtrack': 412261}",Steve Scalise,R,GeauxScalise,LA,member
342,"{'office': [{'id': 232992031, 'id_str': '232992031', 'screen_name': 'USRepKeating'}], 'campaign': [{'id': 95546148, 'id_str': '95546148', 'screen_name': 'WilliamKeating'}], 'index': 195}",no,house,"{'bioguide': 'K000375', 'govtrack': 412435}",Bill Keating,D,USRepKeating,MA,member
343,"{'office': [{'id': 232992031, 'id_str': '232992031', 'screen_name': 'USRepKeating'}], 'campaign': [{'id': 95546148, 'id_str': '95546148', 'screen_name': 'WilliamKeating'}], 'index': 195}",yes,house,"{'bioguide': 'K000375', 'govtrack': 412435}",Bill Keating,D,WilliamKeating,MA,member
344,"{'office': [{'id': 242426145, 'id_str': '242426145', 'screen_name': 'RepMcGovern'}], 'campaign': [{'id': 128664931, 'id_str': '128664931', 'screen_name': 'McGovernMA'}], 'index': 196}",no,house,"{'bioguide': 'M000312', 'govtrack': 400263}",Jim McGovern,D,RepMcGovern,MA,member
